"","player_name","fangraphs_id","Team","ShortName","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","OBP","SLG","OPS","wOBA","BB%","K%","BB/K","ISO","Spd","BABIP","UBR","GDPRuns","wRC","wRAA","UZR","wBsR","BaseRunning","WAR","Off","Def","wRC+","InterSD","InterSK","IntraSD","ADP","Pos","minpos","teamid","League","playerids","."
"472","Tyler Heineman","13897","BOS","Red Sox",3.01,10.3138,11.6872,2.4299,1.7104,0.4925,0.0744,0.1525,1.2214,1.0665,1.046,0,2.366,0.1519,0.0906,0.0848,NA,0.1475,0.0546,0.235597,0.312679,0.342124,0.654804,0.291544,0.0894998,0.202444,0.442096,0.106527,4.64457,0.288794,-0.018,NA,1.16359,-0.260422,-0.017,-0.0159543,-0.0339543,0.0453064,-0.356901329010725,0.233999986201525,76.9384,NA,NA,NA,999,0,"C",3,"AL","13897",""
"473","Owen Miller","24655","MIL","Brewers",19.44,74.4626,81.6893,18.5883,12.6863,4.1498,0.1506,1.6016,8.5116,8.4549,5.2935,0.1634,16.97,0.9803,0.5896,0.3634,NA,1.3851,0.5467,0.249633,0.305709,0.373934,0.679643,0.296753,0.0648004,0.207738,0.311933,0.124301,4.09261,0.300753,0.003,NA,8.4865,-1.46687,-0.615,-0.098561,-0.095561,0.0436459,-1.73048596829176,-0.615000009536743,83.8447,NA,NA,NA,682.890014648438,0.03539823,"1B/2B",23,"NL","24655",""
"474","Brady House","sa3017694","WSN","Nationals",8.1,30.3657,32.841,7.4156,4.9279,1.513,0.1322,0.8425,3.3632,3.4747,1.6289,0,8.8394,0.3941,0.2465,0.2058,NA,0.2991,0.1216,0.24421,0.289215,0.385978,0.675194,0.292518,0.0495996,0.269157,0.184277,0.141769,4.08226,0.314047,-0.006,NA,3.29626,-0.705224,0,-0.0450622,-0.0510622,0.0422405,-0.830302063375711,0.135000005364418,80.847,NA,NA,NA,999,0,"3B/SS",24,"NL","sa3017694",""
"475","James Wood","sa3016870","WSN","Nationals",22.68,82.1916,91.9548,18.6449,10.9685,4.1856,0.4283,3.0626,10.1529,10.2709,7.669,0.092,29.8438,0.8276,0.6903,0.5763,NA,1.367,0.5422,0.226847,0.297023,0.39998,0.697003,0.302009,0.0833997,0.324549,0.256971,0.173133,4.73696,0.311799,-0.016,NA,9.95436,-1.2498,0,-0.104723,-0.120723,0.0419971,-1.57776972651482,-1.13399994373322,87.2097,NA,NA,NA,999,0,"OF",24,"NL","sa3016870",""
"476","Blaze Alexander","sa3007742","ARI","Diamondbacks",21.06,76.2866,85.3866,16.7141,11.2996,3.3452,0.3785,1.6908,8.6152,8.0917,6.5577,0,26.6164,1.3662,0.641,0.5351,NA,0.9424,0.3982,0.219096,0.290366,0.339361,0.629727,0.278966,0.0768001,0.311716,0.246378,0.120265,4.28886,0.308992,-0.015,NA,7.60922,-2.79464,0,-0.127711,-0.142711,0.0416055,-3.11291527748108,0.620999991893768,71.9212,NA,NA,NA,999,0,"SS",15,"NL","sa3007742",""
"477","Austin Nola","15941","KCR","Royals",7.53,26.3377,29.7869,6.5508,4.6428,1.3724,0.0668,0.4687,3.1238,2.7914,2.5944,0.0298,5.2991,0.417,0.2266,0.2111,NA,0.1987,0.0788,0.248723,0.323313,0.359287,0.6826,0.302443,0.0870988,0.177901,0.489593,0.110564,3.26792,0.292458,-0.011,NA,3.23524,-0.394116,-0.203,-0.0522667,-0.0632667,0.0410826,-0.545305281877518,0.42500002682209,86.4941,NA,NA,NA,750.840026855469,0,"C",7,"AL","15941",""
"478","Otto Lopez","19608","SFG","Giants",3.24,12.1577,13.4837,3.1576,2.3519,0.5256,0.17,0.11,1.3856,1.2039,0.9991,0.0405,2.4036,0.1483,0.1011,0.0775,NA,0.2868,0.1154,0.25972,0.32112,0.358053,0.679173,0.298621,0.0740966,0.178259,0.415668,0.0983328,5.74786,0.312728,-0.001,NA,1.4217,-0.221211,0.084,-0.0179983,-0.0189983,0.0394779,-0.201497906818986,0.138000000268221,89.0747,NA,NA,NA,999,0,"SS",30,"NL","19608",""
"479","Jair Camargo","sa917333","MIN","Twins",4.52,16.8652,18.3253,3.6073,2.2369,0.7059,0.0455,0.6189,1.892,2.0437,1.0427,0,6.1845,0.1649,0.1376,0.1148,NA,0.115,0.0476,0.21389,0.264404,0.371226,0.63563,0.275072,0.0568996,0.337485,0.168599,0.157336,3.63891,0.292998,-0.003,NA,1.5738,-0.659033,0,-0.0236312,-0.0266312,0.0378815,-0.619520582258701,0.377000004053116,72.9983,NA,NA,NA,999,0,"C",8,"AL","sa917333",""
"480","Alex Call","19296","WSN","Nationals",4.86,16.8044,19.7386,3.9456,2.5712,0.808,0.0641,0.5023,2.2651,1.9518,2.3528,0.0395,3.7474,0.2961,0.1468,0.1384,NA,0.4664,0.198,0.234796,0.336452,0.38018,0.716633,0.317279,0.119198,0.189851,0.627849,0.145385,4.4958,0.271094,0.011,NA,2.38707,-0.017967,-0.084,-0.0302086,-0.0192086,0.0370789,-0.0816620923578739,-0.21900000423193,97.446,NA,NA,NA,999,0,"OF",24,"NL","19296",""
"481","Alan Trejo","20056","COL","Rockies",40.5,147.027,160.018,35.9965,22.5369,8.416,0.6461,4.3975,17.1619,18.0711,9.089,0,37.2714,1.6002,1.2278,1.0734,NA,2.3565,1.0786,0.244829,0.293724,0.400587,0.69431,0.29992,0.0568,0.232921,0.24386,0.155758,4.48956,0.296464,-0.051,NA,17.0447,-2.45252,-0.151,-0.239965,-0.290965,0.0361606,-5.99121952056885,0.901999980211258,71.2453,NA,NA,NA,749.460021972656,0.01190476,"2B/SS",19,"NL","20056",""
"482","Rodolfo Castro","21987","PHI","Phillies",4.86,17.9107,19.9993,4.0177,2.4556,0.7279,0.0892,0.745,2.2471,2.4056,1.6039,0.04,5.5434,0.24,0.1493,0.0954,NA,0.2652,0.1248,0.224318,0.294495,0.399705,0.6942,0.300447,0.0801979,0.27718,0.289335,0.175387,4.33654,0.278017,-0.017,NA,2.13902,-0.29777,-0.064,-0.0324553,-0.0494553,0.0355565,-0.395809262990952,0.0710000023245811,86.0206,NA,NA,NA,999,0.03125,"2B/SS",26,"NL","21987",""
"483","Ryan Bliss","sa3016951","SEA","Mariners",4.86,17.912,19.7046,4.0843,2.6684,0.8455,0.0969,0.4735,2.1044,2.0218,1.3044,0,4.7771,0.2168,0.1479,0.1235,NA,0.8403,0.3399,0.22802,0.286271,0.365347,0.651618,0.284594,0.0661977,0.242436,0.273053,0.137327,5.72433,0.281889,-0.002,NA,1.84807,-0.552819,0,-0.0076857,-0.0096857,0.0328508,-0.420818125829101,0.0810000002384186,82.5867,NA,NA,NA,999,0,"2B/SS",11,"AL","sa3016951",""
