"","player_name","fangraphs_id","Team","ShortName","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","OBP","SLG","OPS","wOBA","BB%","K%","BB/K","ISO","Spd","BABIP","UBR","GDPRuns","wRC","wRAA","UZR","wBsR","BaseRunning","WAR","Off","Def","wRC+","InterSD","InterSK","IntraSD","ADP","Pos","minpos","teamid","League","playerids","."
"475","Oswaldo Cabrera","21707","NYY","Yankees",118,399,438,93,59,20,1,13,50,52,32,1,107,2,2,3,5,10,3,0.233083,0.291954,0.385965,0.677919,0.293991,0.0730594,0.244292,0.299065,0.152882,4.65515,0.284698,NA,NA,44.4978,-8.86992,6.5,0.0248945,0.0248945,0.966547,-6.8605281803757,1.67195749282837,86.8803,NA,NA,NA,734.340026855469,0.01538462,"OF",9,"AL","21707",""
"476","Edward Olivares","19698","PIT","Pirates",111,382,417,103,68,20,3,12,55,47,25,1,75,8,2,0,8,10,5,0.269634,0.326139,0.431937,0.758076,0.327291,0.059952,0.179856,0.333333,0.162304,5.41791,0.306397,NA,NA,53.897,3.088,-0.7,-0.880903,-0.880903,0.962496,0.746235609054565,-5.29656094312668,103.15,NA,NA,NA,444.130004882812,0.41584158,"OF",27,"NL","19698",""
"477","Hunter Renfroe","15464","KCR","Royals",130,465,512,116,67,30,0,19,61,62,40,0,110,3,4,0,10,1,1,0.249462,0.310547,0.436559,0.747106,0.321357,0.078125,0.214844,0.363636,0.187097,2.01178,0.285294,NA,NA,63.6523,1.26811,-0.8,-1.06964,-1.06964,0.961186,-1.31281140446663,-6.443738758564,99.6036,NA,NA,NA,375.769989013672,0.05,"OF",7,"AL","15464",""
"478","Joey Wiemer","27690","MIL","Brewers",126,425,474,95,57,21,1,16,59,58,40,1,136,6,3,0,5,13,4,0.223529,0.297468,0.390588,0.688057,0.299269,0.0843882,0.28692,0.294118,0.167059,5.03955,0.286232,NA,NA,50.233,-7.52115,0.1,0.125765,0.125765,0.958784,-8.37052972614765,1.84162256866693,85.5312,NA,NA,NA,541.530029296875,0,"OF",23,"NL","27690",""
"479","Joey Loperfido","sa3017050","HOU","Astros",117,453,506,102,64,22,2,14,57,65,41,2,150,9,3,0,10,13,4,0.225166,0.300395,0.375276,0.675671,0.295068,0.0810277,0.296443,0.273333,0.15011,5.28572,0.30137,NA,NA,51.859,-9.79417,-1.3,0.048714,0.048714,0.953833,-8.1856352314353,0.559200525283813,86.4185,NA,NA,NA,999,0,"OF",21,"AL","sa3017050",""
"480","Austin Nola","15941","KCR","Royals",78,235,270,61,44,13,0,4,27,24,26,0,45,4,3,2,5,0,1,0.259574,0.339552,0.365957,0.70551,0.313487,0.0962963,0.166667,0.577778,0.106383,1.5338,0.301587,NA,NA,31.8018,-1.09611,-1.7,-0.992257,-0.992257,0.95215,-2.88532775640488,3.26031756401062,94.1485,NA,NA,NA,999,0,"C",7,"AL","15941",""
"481","Brett Sullivan","18217","SDP","Padres",94,334,368,82,55,19,2,6,42,36,27,1,56,2,5,0,6,5,2,0.245509,0.30163,0.368263,0.669894,0.291223,0.0733696,0.152174,0.482143,0.122754,4.63128,0.274368,NA,NA,36.5403,-8.29831,-2.7,-0.483681,-0.483681,0.951089,-7.05656111240387,4.06072878837585,85.5825,NA,NA,NA,999,0,"C",29,"NL","18217",""
"482","Willi Castro","17338","MIN","Twins",125,405,446,100,68,18,4,10,59,48,27,1,106,9,3,2,5,20,4,0.246914,0.306306,0.385185,0.691491,0.301003,0.0605381,0.237668,0.254717,0.138272,7.34368,0.308219,NA,NA,47.9078,-6.43473,2.6,1.51806,1.51806,0.950322,-3.3068642616272,-2.3162260055542,90.9713,NA,NA,NA,295.549987792969,0.0060241,"OF",8,"AL","17338",""
"483","Johan Rojas","24336","PHI","Phillies",130,490,530,118,84,22,6,6,66,53,24,0,116,7,2,7,8,28,6,0.240816,0.284895,0.346939,0.631834,0.276706,0.045283,0.218868,0.206897,0.106122,7.94999,0.302703,NA,NA,46.2363,-18.3412,6.9,2.18144,2.18144,0.942465,-17.4472386837006,8.84738397598267,70.1051,NA,NA,NA,362.5,0.01724138,"OF",26,"NL","24336",""
"484","Orelvis Martinez","sa3010692",NA,NA,130,494,550,109,61,24,1,23,57,72,44,1,156,6,6,0,12,2,1,0.220648,0.289091,0.412955,0.702046,0.30169,0.08,0.283636,0.282051,0.192308,2.63542,0.267913,NA,NA,59.3932,-7.62109,-8.9,-0.869642,-0.869642,0.938511,-6.43763625621796,-2.83738946914673,91.551,NA,NA,NA,999,0,"3B/SS",NA,NA,"sa3010692",""
"485","Weston Wilson","19358","PHI","Phillies",122,436,487,96,57,18,2,19,61,63,45,1,150,2,2,2,10,16,4,0.220183,0.294845,0.401376,0.696222,0.301611,0.0924025,0.308008,0.3,0.181193,5.69723,0.286245,NA,NA,52.5578,-6.78029,-5.3,0.71806,0.71806,0.938297,-7.24529254436493,0.0681657791137695,86.8008,NA,NA,NA,745.369995117188,0,"OF",26,"NL","19358",""
"486","Vidal Bruján","20536","MIA","Marlins",108,387,427,97,68,19,3,7,58,41,33,0,80,4,2,1,7,21,12,0.250646,0.314554,0.369509,0.684063,0.301052,0.0772834,0.187354,0.4125,0.118863,6.30346,0.298013,NA,NA,45.8843,-6.14317,2.1,-1.67397,-1.67397,0.937212,-8.81339824199677,3.66892993450165,86.5036,NA,NA,NA,674.549987792969,0,"2B/OF",20,"NL","20536",""
"487","Jesus Rodriguez","sa3008916","NYY","Yankees",106,407,446,98,72,16,3,7,49,47,31,1,84,6,2,0,12,9,3,0.240786,0.302691,0.346437,0.649128,0.286317,0.0695067,0.188341,0.369048,0.105651,5.25957,0.286164,NA,NA,42.4683,-11.8742,2.7,-0.298387,-0.298387,0.931372,-10.1518725752831,4.33874201774597,81.5616,NA,NA,NA,999,0,"C/1B/3B",9,"AL","sa3008916",""
"488","Anthony Prato","sa1052903","MIN","Twins",114,399,462,91,59,23,3,6,54,49,49,0,125,10,2,2,7,10,4,0.22807,0.326087,0.345865,0.671952,0.301667,0.106061,0.270563,0.392,0.117794,5.57398,0.314815,NA,NA,49.8812,-6.41078,-2.8,-0.597517,-0.597517,0.92275,-5.34074085950851,-1.10246908664703,91.4316,NA,NA,NA,999,0,"2B/OF",8,"AL","sa1052903",""
